iter	Logloss
243	0.4648025446
244	0.4647074098
245	0.4645881313
246	0.4645354282
247	0.4644434781
248	0.4643445711
249	0.4642730714
250	0.4641687015
251	0.4640805797
252	0.4639775849
253	0.4638997079
254	0.4637716464
255	0.463666762
256	0.463568284
257	0.4634790527
258	0.4633688296
259	0.4632700414
260	0.4631816393
261	0.4631146334
262	0.4629978367
263	0.4628729875
264	0.462777605
265	0.4626826865
266	0.4625970259
267	0.4625355621
268	0.4624540573
269	0.4623494629
270	0.4622506955
271	0.4621698732
272	0.4620480464
273	0.4619674074
274	0.4618628333
275	0.4618101832
276	0.4617534417
277	0.4616280266
278	0.4615350797
279	0.4614400481
280	0.4613501271
281	0.4612431342
282	0.461150724
283	0.4610611654
284	0.4610125603
285	0.4609338498
286	0.4608613863
287	0.460785025
288	0.4606892882
289	0.4606016556
290	0.4605199387
291	0.4604318278
292	0.4603444143
293	0.4602669089
294	0.460168966
295	0.4600825389
296	0.4599938668
297	0.4599072706
298	0.4598240334
299	0.4597274182
300	0.4596432167
301	0.4595257101
302	0.459455539
303	0.4593767361
304	0.4593116779
305	0.4592191298
306	0.4591231127
307	0.4590409472
308	0.4589515068
309	0.4588378454
310	0.4587359237
311	0.4586296768
312	0.458542221
313	0.4584579786
314	0.4583762384
315	0.4582999491
316	0.4582182101
317	0.458172782
318	0.45808869
319	0.4579908946
320	0.4579193539
321	0.4578227533
322	0.4577320029
323	0.4576739726
324	0.4576014005
325	0.457504228
326	0.4573941832
327	0.457319599
328	0.4572403876
329	0.4572370593
330	0.4571596747
331	0.4570557762
332	0.4569774811
333	0.4568865228
334	0.4567982373
335	0.4567227215
336	0.456655488
337	0.456585595
338	0.4565130028
339	0.4564328887
340	0.4563209588
341	0.4562386918
342	0.4561619637
343	0.4560798208
344	0.4559711049
345	0.4558825131
346	0.4558020285
347	0.4557915162
348	0.4556980495
349	0.4556210773
350	0.455541486
351	0.4554470045
352	0.4553406413
353	0.4552894988
354	0.4551990543
355	0.4551138852
356	0.4550148891
357	0.4550118658
358	0.45493337
359	0.4549282288
360	0.4548523399
361	0.454763062
362	0.454686649
363	0.4546257669
364	0.4545299581
365	0.4544389452
366	0.4543592707
367	0.4542634826
368	0.4541759503
369	0.4540956718
370	0.4540929945
371	0.4540179674
372	0.4539649046
373	0.4538892405
374	0.4538224491
375	0.4537597176
376	0.4536676126
377	0.4535822807
378	0.4534979403
379	0.4534249661
380	0.4533394248
381	0.4532305875
382	0.4531556608
383	0.4530811831
384	0.4529824206
385	0.4529145288
386	0.4528406584
387	0.4527828363
388	0.4527094188
389	0.4526168611
390	0.4525382723
391	0.4524582057
392	0.4523430474
393	0.4522431742
394	0.4521415346
395	0.4520664056
396	0.45200922
397	0.4519096185
398	0.4518267999
399	0.451762392
400	0.4516831747
401	0.4515911767
402	0.4515314589
403	0.4514226372
404	0.4513285821
405	0.4512561456
406	0.4511778986
407	0.4510822918
408	0.4509985231
409	0.4509543652
410	0.4508636228
411	0.4508609393
412	0.450760515
413	0.4506685302
414	0.4506528083
415	0.4505736659
416	0.4504854669
417	0.4503923954
418	0.4503181147
419	0.4502491884
420	0.4501587027
421	0.4500547775
422	0.4499666267
423	0.4499148432
424	0.4498058713
425	0.4497327815
426	0.4496494399
427	0.4495592411
428	0.4494925398
429	0.4494179257
430	0.4493606471
431	0.4492810772
432	0.4491914413
433	0.4491275003
434	0.4490650777
435	0.449008944
436	0.4490065193
437	0.4489586214
438	0.4488774514
439	0.4488174909
440	0.4487176704
441	0.4487042979
442	0.4486322797
443	0.4485508437
444	0.4484676647
445	0.4484181885
446	0.4483582623
447	0.4482947235
448	0.4482260555
449	0.4481223974
450	0.4480526558
451	0.4479847493
452	0.4479154527
453	0.4478270752
454	0.4477518464
455	0.4476858087
456	0.4476667566
457	0.4476027472
458	0.4474999914
459	0.4474329629
460	0.4473701193
461	0.447287468
462	0.447211621
463	0.4471475998
464	0.4470922222
465	0.4470102465
466	0.4469272377
467	0.4468626783
468	0.4467832378
469	0.4466981138
470	0.4466090251
471	0.4465277379
472	0.4464586258
473	0.4463858241
474	0.4463041327
475	0.4462246407
476	0.4461786447
477	0.4460978915
478	0.4460319763
479	0.4459580934
480	0.4458743031
481	0.4457746198
482	0.4457066228
483	0.4456314282
484	0.4455367875
485	0.4454573019
486	0.445390156
487	0.4453232478
488	0.4452423379
489	0.4451682696
490	0.4451132886
491	0.4450356603
492	0.4449635678
493	0.4448745069
494	0.4447986464
495	0.4447380695
496	0.4446557716
497	0.4446531439
498	0.4445694636
499	0.4444943332
500	0.444411542
501	0.4443492621
502	0.4442709132
503	0.4442329703
504	0.4441612555
505	0.4440882839
506	0.4440249405
507	0.4439526841
508	0.44388719
509	0.4438094766
510	0.4437205023
511	0.443671244
512	0.4436377647
513	0.4435654448
514	0.4435083325
515	0.4434332816
516	0.4433471011
517	0.4432847494
518	0.4431981471
519	0.4431285013
520	0.4430647039
521	0.4430250982
522	0.4429655422
523	0.4428963977
524	0.4428267444
525	0.4427680777
526	0.4427103226
527	0.4426388332
528	0.4425593885
529	0.4424888367
530	0.4423853353
531	0.4423166942
532	0.4422570041
533	0.4421899253
534	0.4421874052
535	0.4421070777
536	0.4420089922
537	0.4419298532
538	0.4418515602
539	0.4417845539
540	0.4416921538
541	0.4416144083
542	0.4415414731
543	0.4414681299
544	0.441432817
545	0.4413403159
546	0.441277044
547	0.4412215818
548	0.4411457871
549	0.4411437847
550	0.4410891891
551	0.4410090073
552	0.4409375826
553	0.4408653969
554	0.4407957763
555	0.4407158564
556	0.4406295441
557	0.440544479
558	0.4404864354
559	0.4403992934
560	0.4403323978
561	0.440241349
562	0.4401593552
563	0.4401396916
564	0.4400543267
565	0.4399684672
566	0.4398751367
567	0.4398110698
568	0.4397421488
569	0.4396760184
570	0.4396277573
571	0.439575138
572	0.4395235097
573	0.4394217236
574	0.4393410666
575	0.4392789009
576	0.4392017168
577	0.4391515441
578	0.4390825073
579	0.4389833246
580	0.438884809
581	0.4388014782
582	0.438791082
583	0.4387027608
584	0.4386358754
585	0.4385836409
586	0.4384904229
587	0.4384334849
588	0.4383681571
589	0.4383041405
590	0.4382513599
591	0.4381951393
592	0.4381398541
593	0.4380410364
594	0.4379794623
595	0.4379178185
596	0.4378441568
597	0.4377707488
598	0.4377026988
599	0.4376199266
600	0.4375684534
601	0.4375050575
602	0.4374510549
603	0.437387714
604	0.4373196183
605	0.4372665018
606	0.4371953901
607	0.4371283448
608	0.4370900337
609	0.437034717
610	0.4369793477
611	0.4368954756
612	0.4368032303
613	0.4367559029
614	0.4366872949
615	0.4366135375
616	0.4365549373
617	0.4364716181
618	0.4363680194
619	0.4363079808
620	0.4362378474
621	0.4361854011
622	0.4360963789
623	0.4360543544
624	0.4360032266
625	0.4359480848
626	0.4358752413
627	0.435798799
628	0.4357249304
629	0.4356615371
630	0.4355965779
631	0.4355362854
632	0.4354834505
633	0.435418866
634	0.4353559432
635	0.4352768237
636	0.4352228872
637	0.4351597202
638	0.4351226527
639	0.4350506638
640	0.4349718533
641	0.4348980522
642	0.4348221638
643	0.4347383646
644	0.4346612007
645	0.4345879936
646	0.4345091619
647	0.4344180957
648	0.4343441303
649	0.4342741836
650	0.434204676
651	0.4341201206
652	0.4340312185
653	0.4339796616
654	0.4339123336
655	0.4338701109
656	0.4337901504
657	0.4337378011
658	0.433662597
659	0.4335978225
660	0.4335332041
661	0.4334517434
662	0.4333608889
663	0.4332775273
664	0.4332167719
665	0.433151951
666	0.4330804625
667	0.4329894822
668	0.4329317448
669	0.432858441
670	0.4327779076
671	0.4327090562
672	0.4326538297
673	0.43256405
674	0.4325085496
675	0.432454698
676	0.4323770175
677	0.4323083588
678	0.4322237895
679	0.4321404476
680	0.4320707889
681	0.4319899362
682	0.4319389274
683	0.4318790925
684	0.4317762144
685	0.4316816991
686	0.4315932901
687	0.4315232922
688	0.4314397662
689	0.4313924548
690	0.4313014322
691	0.4312360974
692	0.431173208
693	0.4311085888
694	0.4310454868
695	0.4309744932
696	0.4309045803
697	0.4308508715
698	0.43080896
699	0.4307489252
700	0.4306781183
701	0.4306128102
702	0.4305547254
703	0.4305050992
704	0.4304465655
705	0.4303798536
706	0.4303109707
707	0.4302365144
708	0.4301573946
709	0.4300823687
710	0.4299947692
711	0.4299167413
712	0.4298360771
713	0.4297817225
714	0.4297086954
715	0.4296592914
716	0.429604104
717	0.4295210451
718	0.4294448734
719	0.4293618687
720	0.429311097
721	0.4292679032
722	0.429188235
723	0.4291246203
724	0.4290634662
725	0.42896763
726	0.4289384195
727	0.428876324
728	0.4288124161
729	0.4287403632
730	0.4286820468
731	0.4286215639
732	0.4285669678
733	0.4284824312
734	0.4283987553
735	0.4283301989
736	0.4282670391
737	0.4281844571
738	0.4281223989
739	0.4280603134
740	0.4280121781
741	0.4279737037
742	0.4279047435
743	0.4279017069
744	0.4278333867
745	0.4277871812
746	0.4277224002
747	0.427671642
748	0.4275960194
749	0.4275162251
750	0.4274617983
751	0.4273886211
752	0.4273490624
753	0.4272650907
754	0.4271992239
755	0.4271270382
756	0.4270718418
757	0.4269832256
758	0.4269150181
759	0.4268677709
760	0.4267852672
761	0.4267304422
762	0.4266741852
763	0.426603437
764	0.4265578015
765	0.4265100792
766	0.4264431706
767	0.4263827853
768	0.4263115141
769	0.4262564358
770	0.4261932578
771	0.426150119
772	0.4260855232
773	0.4260049108
774	0.4259510422
775	0.4258991343
776	0.4258326087
777	0.4257572493
778	0.4257111445
779	0.4256864449
780	0.425623425
781	0.425576702
782	0.4255111178
783	0.4254419392
784	0.4253670391
785	0.4253003874
786	0.4252199269
787	0.4251706051
788	0.425119811
789	0.4250557742
790	0.4249932504
791	0.4249375261
792	0.424851504
793	0.4248032317
794	0.4247393382
795	0.4246814064
796	0.4245960107
797	0.4245339121
798	0.4244512421
799	0.4243915019
